-1.315617471916638859e-01,-1.163762182118647015e+00,-3.418467031190424166e-01
-6.692301374745271425e-02,-4.902917394441222987e-01,-1.636074715613270170e-01
1.682838611786135682e-02,1.668316180160774875e-01,-1.496311215175225029e-02
1.859347693508242583e-02,5.723253342468742622e-01,-1.305395739588566424e-02
-5.626082990086523905e-01,-1.346045542508886861e-01,-2.875064936990427700e-02
-7.232508864978594021e-01,-5.009473352539900448e-01,-5.185172802543179804e-01
-6.892376841229369555e-01,-5.614423694855963376e-01,-1.267562743754909960e+00
-6.648125370966837533e-01,-5.014463520283723996e-01,-1.698944404281888643e+00
4.373390846353591432e-01,-1.411463377870285918e-01,-2.084906651188116189e-02
6.451130058120447819e-01,-8.002176766275781450e-01,-2.047507066231457895e-01
7.292271545445715430e-01,-1.117139428886080976e+00,-6.552601792081522714e-01
1.109175314447140792e+00,-1.058052518053659297e+00,-1.484131474935925121e+00
-2.941991013041855285e-01,-1.120946474837096085e+00,-4.326663257843214594e-01
-2.997940377041953541e-02,-7.943325777279909294e-01,-1.389558252189516008e+00
-1.284517111494572206e-01,-2.008393216947450099e+00,-1.639098199595966143e+00
-4.117114566438807161e-02,-1.651738136460039863e+00,-1.954921685238757423e+00
1.327167938714010342e-01,-1.132176123674022206e+00,-4.052544177673388925e-01
7.653664076644416392e-01,-9.581256687564038144e-01,-1.214747249712324173e+00
1.446767752144819452e+00,-7.936140530144445426e-01,-2.069692534735486422e+00
1.533576076385204434e+00,-6.374543758382570369e-01,-2.469822946029035737e+00
-7.277193890098019105e-03,3.669089706337073410e-03,-4.611649225847587463e-02
-5.057817755234720325e-01,-6.060623841812151635e-01,-1.942873327427423469e+00
-7.344759469723476375e-01,-7.055688058852221944e-01,-1.657486221714997487e+00
1.303247313918887595e+00,-9.690561315770345185e-01,-1.694098559885192978e+00
1.246943000759819453e+00,-9.881570173926722545e-01,-1.375151999633306144e+00
-1.318448606435867754e-01,-1.156067617591300056e+00,-3.329973257143148957e-01
-6.474060923779417775e-02,-4.879988067345817915e-01,-1.435676968893411232e-01
2.203264353658870509e-02,1.629729701389092955e-01,1.901062499603884196e-02
2.027154924723881951e-02,5.647748421067185776e-01,1.710579295836770625e-02
-5.595599608125789715e-01,-1.375219843760649152e-01,1.024765286817229913e-02
-7.275009650496828684e-01,-5.190164297762009937e-01,-4.819121205800680485e-01
-6.943450115581656368e-01,-6.056025310075996426e-01,-1.227015167295212095e+00
-6.452517052302852996e-01,-5.326940951780768652e-01,-1.661626144084650036e+00
4.404061515695603668e-01,-1.398929518933851313e-01,2.363960815431863979e-03
6.736155054903846251e-01,-6.218714912464673450e-01,-3.622755627342222340e-01
8.563909636282831528e-01,-9.447124504573680692e-01,-8.695658422604799487e-01
1.095964863111429377e+00,-1.057261249549647175e+00,-1.477716239640613827e+00
-2.933371363999720538e-01,-1.113373379398694851e+00,-4.214335531343618158e-01
2.196902201622521200e-01,-8.220244159123092365e-01,-1.442709911499254760e+00
1.068340851155048371e-01,-2.015659492105780881e+00,-1.769695188906387218e+00
1.389566243758631470e-01,-1.635762337523468446e+00,-2.058603465239592811e+00
1.311420410279100224e-01,-1.124529704071067115e+00,-3.987973231092591941e-01
7.684468525285091944e-01,-9.554690867991371128e-01,-1.206595849282313226e+00
1.451258654359660616e+00,-7.974047038564642254e-01,-2.054741627363052547e+00
1.534063478429569471e+00,-6.358816561210508533e-01,-2.453078563691001079e+00
-2.866182606195928628e-03,1.439597038544085817e-03,-1.586055341406469171e-02
-4.748309584468738409e-01,-5.956533667805083976e-01,-1.902538907869826934e+00
-7.848319232900071718e-01,-7.015799447998571914e-01,-1.752502659386795614e+00
1.238980118621011428e+00,-9.915655524373439000e-01,-1.670812883646313640e+00
1.277046483327885174e+00,-9.726272878331498895e-01,-1.439260671888230592e+00
-1.299764267314970079e-01,-1.148434192426530442e+00,-3.246835327309957053e-01
-6.264048262048443894e-02,-4.859648611585435929e-01,-1.328713618740438307e-01
2.329781255876788720e-02,1.609014750825803197e-01,2.894933826133498991e-02
2.268267631506334231e-02,5.587359471120868504e-01,5.404676589753684007e-02
-5.558422682379109414e-01,-1.374738817841819061e-01,2.012423780191314668e-02
-7.334061116875799646e-01,-5.387834396468296205e-01,-4.490876748404096230e-01
-6.928380612482694101e-01,-6.009642449856589241e-01,-1.194067930257049159e+00
-6.310776248846693415e-01,-5.399996604235520747e-01,-1.612462845751384988e+00
4.440772709825795417e-01,-1.432175850450368437e-01,3.143462939253021532e-02
6.704593537055214547e-01,-6.151341687134312952e-01,-3.448017208472316519e-01
8.475574483821276539e-01,-9.318409225620407632e-01,-8.617922748251907183e-01
1.102177149812807011e+00,-1.034019173769183730e+00,-1.513066850821620069e+00
-2.903716632474772630e-01,-1.105979359557827113e+00,-4.129156995951421827e-01
3.205841939306738192e-02,-7.928608336755539332e-01,-1.309111299371968906e+00
-6.508877084022116066e-02,-1.814819063802787680e+00,-1.622366767943435484e+00
-3.259205941546167162e-02,-1.823032991818053006e+00,-2.022249440350330829e+00
1.314088847478628863e-01,-1.116944385974532938e+00,-3.910202082124305534e-01
7.320687692855685214e-01,-9.688655598385954582e-01,-1.095466987430371297e+00
1.515413255299652207e+00,-8.072581492717371132e-01,-1.985719063144714580e+00
1.604719140292208301e+00,-6.459583489811653312e-01,-2.382056999597560232e+00
-1.324853176391239474e-03,2.756808776342921613e-04,-5.527908394623155981e-03
-4.719468372330571926e-01,-6.166682690965579194e-01,-1.848213771147316775e+00
-7.830456653856854299e-01,-7.398991282468817543e-01,-1.694335706107682693e+00
1.197869849030212208e+00,-9.635788376889041773e-01,-1.718643429120688459e+00
1.311799337422490552e+00,-9.390696860936323942e-01,-1.522070270906974665e+00
-1.284010333731395170e-01,-1.145166957839687694e+00,-3.164808814766760237e-01
-5.860293933896661145e-02,-4.852799211666383727e-01,-1.135945691820934578e-01
2.953075124942093968e-02,1.585655329785655987e-01,6.065396676312757168e-02
2.454911244670174297e-02,5.586690410319072875e-01,7.682786846874055386e-02
-5.531391745652111114e-01,-1.419578627050058217e-01,7.462397386776283004e-02
-7.303666204566728881e-01,-5.417848440017516420e-01,-4.161008961793118965e-01
-6.620399964247747349e-01,-6.347437055419358209e-01,-1.157561373917082914e+00
-6.088623773147420204e-01,-5.620555058331450082e-01,-1.579452403197278088e+00
4.465027724508342510e-01,-1.440678497119607382e-01,4.794953440222619184e-02
6.732230182225545922e-01,-6.105797334572482526e-01,-3.310532173338399664e-01
8.498718250914222283e-01,-9.278676692354895783e-01,-8.535948618965579771e-01
1.119650455113968102e+00,-1.030249190896051825e+00,-1.522698973830919789e+00
-2.868509252561299294e-01,-1.102870601882883550e+00,-4.029134454011120137e-01
2.380072762325451674e-01,-8.228934163110444011e-01,-1.406789553766763401e+00
1.193681660934074601e-01,-2.005651630922949291e+00,-1.760272860429002773e+00
1.516192771624672031e-01,-1.623692373913012466e+00,-2.044605160981520786e+00
1.315034495371225354e-01,-1.113370089603739954e+00,-3.850769162086024044e-01
7.305340276064493654e-01,-9.711494538861613623e-01,-1.089294821795462553e+00
1.517156548765052015e+00,-8.167149783427560816e-01,-1.985284307474147969e+00
1.597288126928427587e+00,-6.498304120508794357e-01,-2.381782702090809778e+00
4.404718048520122123e-03,-1.258240602204087474e-03,2.298393253823529173e-02
-4.514280498681224607e-01,-6.176881299655492263e-01,-1.804142696290654824e+00
-7.239698918671096939e-01,-7.361501008778424948e-01,-1.679636487947219869e+00
1.281308360577678274e+00,-9.557690889463846817e-01,-1.715739413051591944e+00
1.284194773381119203e+00,-9.663913305866763670e-01,-1.449876980698708184e+00
-1.275838940782761943e-01,-1.146850033670757663e+00,-3.117866818423876696e-01
-5.642138088232536569e-02,-4.874936693259004361e-01,-9.931991673665836740e-02
3.222621946977162477e-02,1.554955326167216934e-01,8.435847751159021579e-02
2.712503819731200763e-02,5.588473906244552092e-01,1.012327937537586264e-01
-5.489323135923933616e-01,-1.486201593569130008e-01,9.045625148534942872e-02
-7.357719714302035641e-01,-5.505709084146327426e-01,-3.885742555033437906e-01
-6.529438102039355485e-01,-6.114279711685099983e-01,-1.135850764571831428e+00
-6.040127177505961731e-01,-5.621194231743141811e-01,-1.542528942924628943e+00
4.507149651320507822e-01,-1.442461280031884785e-01,6.426109948101853264e-02
6.760914182909236736e-01,-6.110364232284726249e-01,-3.204514882366540363e-01
8.497014057783496277e-01,-9.298862022702997221e-01,-8.489906449672162125e-01
1.123051798708610605e+00,-1.030243242047752084e+00,-1.541287616646147995e+00
-2.851274388303751683e-01,-1.104880490683548544e+00,-3.974591060519783725e-01
4.836410823428224232e-02,-7.879527061486585326e-01,-1.339189480874125371e+00
